Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  400000/812712      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [45]
                0.00    0.00  400000/812712      std::hash<int>::operator()(int) const [44]
-----------------------------------------------
                0.00    0.00      14/399676      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
                0.00    0.00  399662/399676      std::__detail::_Equal_helper<int, int, std::__detail::_Identity, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Identity const&, int const&, unsigned long, std::__detail::_Hash_node<int, false>*) [21]
[64]     0.0    0.00    0.00  399676         int& std::__detail::_Identity::operator()<int&>(int&) const [64]
                0.00    0.00  399676/399676      int& std::forward<int&>(std::remove_reference<int&>::type&) [66]
-----------------------------------------------
                0.00    0.00      14/399676      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
                0.00    0.00  399662/399676      std::__detail::_Equal_helper<int, int, std::__detail::_Identity, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Identity const&, int const&, unsigned long, std::__detail::_Hash_node<int, false>*) [21]
[65]     0.0    0.00    0.00  399676         std::__detail::_Hash_node_value_base<int>::_M_v() [65]
                0.00    0.00  399676/714652      std::__detail::_Hash_node_value_base<int>::_M_valptr() [51]
-----------------------------------------------
                0.00    0.00  399676/399676      int& std::__detail::_Identity::operator()<int&>(int&) const [64]
[66]     0.0    0.00    0.00  399676         int& std::forward<int&>(std::remove_reference<int&>::type&) [66]
-----------------------------------------------
                0.00    0.00  399662/399662      std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<int, false>*) const [19]
[67]     0.0    0.00    0.00  399662         std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_eq() const [67]
                0.00    0.00  399662/399662      std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true> const&) [68]
-----------------------------------------------
                0.00    0.00  399662/399662      std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_eq() const [67]
[68]     0.0    0.00    0.00  399662         std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true> const&) [68]
-----------------------------------------------
                0.00    0.00  157488/314976      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
                0.00    0.00  157488/314976      void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<int, int const&>(int*, int const&) [87]
[69]     0.0    0.00    0.00  314976         operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00   42512/242512      std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<int, true, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<int, true, false>, bool>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [105]
                0.00    0.00  200000/242512      std::pair<std::__detail::_Node_iterator<int, true, false>, bool>::pair<std::__detail::_Node_iterator<int, true, false>, bool, true>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [76]
[70]     0.0    0.00    0.00  242512         std::__detail::_Node_iterator<int, true, false>&& std::forward<std::__detail::_Node_iterator<int, true, false> >(std::remove_reference<std::__detail::_Node_iterator<int, true, false> >::type&) [70]
-----------------------------------------------
                0.00    0.00   42512/242512      std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<int, true, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<int, true, false>, bool>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [105]
                0.00    0.00  200000/242512      std::pair<std::__detail::_Node_iterator<int, true, false>, bool>::pair<std::__detail::_Node_iterator<int, true, false>, bool, true>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [76]
[71]     0.0    0.00    0.00  242512         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [71]
-----------------------------------------------
                0.00    0.00  200014/200014      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [27]
[72]     0.0    0.00    0.00  200014         std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>&) [72]
-----------------------------------------------
                0.00    0.00  200001/200001      std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::end() [28]
[73]     0.0    0.00    0.00  200001         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::end() [73]
                0.00    0.00  200001/600001      std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [55]
-----------------------------------------------
                0.00    0.00  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [13]
[74]     0.0    0.00    0.00  200000         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator*() [74]
-----------------------------------------------
                0.00    0.00  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [13]
[75]     0.0    0.00    0.00  200000         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator++() [75]
-----------------------------------------------
                0.00    0.00   42512/200000      std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<int, true, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<int, true, false>, bool>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [105]
                0.00    0.00  157488/200000      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>, unsigned long) [9]
[76]     0.0    0.00    0.00  200000         std::pair<std::__detail::_Node_iterator<int, true, false>, bool>::pair<std::__detail::_Node_iterator<int, true, false>, bool, true>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [76]
                0.00    0.00  200000/242512      std::__detail::_Node_iterator<int, true, false>&& std::forward<std::__detail::_Node_iterator<int, true, false> >(std::remove_reference<std::__detail::_Node_iterator<int, true, false> >::type&) [70]
                0.00    0.00  200000/242512      bool&& std::forward<bool>(std::remove_reference<bool>::type&) [71]
-----------------------------------------------
                0.00    0.00  200000/200000      std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [12]
[77]     0.0    0.00    0.00  200000         std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >&) [77]
-----------------------------------------------
                0.00    0.00  200000/200000      std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [12]
[78]     0.0    0.00    0.00  200000         std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_conjure_hashtable() [78]
-----------------------------------------------
                0.00    0.00  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator=(int const&) [11]
[79]     0.0    0.00    0.00  200000         std::__detail::_Node_iterator<int, true, false>::operator++() [79]
                0.00    0.00  200000/200000      std::__detail::_Node_iterator_base<int, false>::_M_incr() [80]
-----------------------------------------------
                0.00    0.00  200000/200000      std::__detail::_Node_iterator<int, true, false>::operator++() [79]
[80]     0.0    0.00    0.00  200000         std::__detail::_Node_iterator_base<int, false>::_M_incr() [80]
                0.00    0.00  200000/857556      std::__detail::_Hash_node<int, false>::_M_next() const [40]
-----------------------------------------------
                0.00    0.00  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator=(int const&) [11]
[81]     0.0    0.00    0.00  200000         std::__detail::_Node_const_iterator<int, true, false>::_Node_const_iterator(std::__detail::_Node_iterator<int, true, false> const&) [81]
                0.00    0.00  200000/800001      std::__detail::_Node_iterator_base<int, false>::_Node_iterator_base(std::__detail::_Hash_node<int, false>*) [48]
-----------------------------------------------
                0.00    0.00  200000/200000      winning_instances(std::vector<int, std::allocator<int> > const&, int) [1]
[82]     0.0    0.00    0.00  200000         bool std::__detail::operator!=<int, false>(std::__detail::_Node_iterator_base<int, false> const&, std::__detail::_Node_iterator_base<int, false> const&) [82]
-----------------------------------------------
                0.00    0.00       1/157489      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [178]
                0.00    0.00  157488/157489      std::__detail::_Hash_node_value_base<int>::_Hash_node_value_base() [101]
[83]     0.0    0.00    0.00  157489         std::__detail::_Hash_node_base::_Hash_node_base() [83]
-----------------------------------------------
                0.00    0.00  157488/157488      std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<int, false> >&, std::__detail::_Hash_node<int, false>*, unsigned long) [93]
[84]     0.0    0.00    0.00  157488         __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::deallocate(std::__detail::_Hash_node<int, false>*, unsigned long) [84]
-----------------------------------------------
                0.00    0.00  157488/157488      void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::destroy<int>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*) [94]
[85]     0.0    0.00    0.00  157488         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::destroy<int>(int*) [85]
-----------------------------------------------
                0.00    0.00  157488/157488      std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::allocate(std::allocator<std::__detail::_Hash_node<int, false> >&, unsigned long) [95]
[86]     0.0    0.00    0.00  157488         __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::allocate(unsigned long, void const*) [86]
                0.00    0.00  157488/157488      __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::max_size() const [88]
-----------------------------------------------
                0.00    0.00  157488/157488      void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::construct<int, int const&>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*, int const&) [96]
[87]     0.0    0.00    0.00  157488         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<int, int const&>(int*, int const&) [87]
                0.00    0.00  157488/1600152     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00  157488/314976      operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00  157488/157488      __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::allocate(unsigned long, void const*) [86]
[88]     0.0    0.00    0.00  157488         __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::max_size() const [88]
-----------------------------------------------
                0.00    0.00  157488/157488      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>, unsigned long) [9]
[89]     0.0    0.00    0.00  157488         std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int const&>(int const&) const [89]
                0.00    0.00  157488/1600152     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
-----------------------------------------------
                0.00    0.00  157488/157488      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
[90]     0.0    0.00    0.00  157488         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<int, false>*, unsigned long) const [90]
-----------------------------------------------
                0.00    0.00  157488/157488      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
[91]     0.0    0.00    0.00  157488         std::__detail::_Prime_rehash_policy::_M_state() const [91]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<int, false>*) [100]
[92]     0.0    0.00    0.00  157488         std::pointer_traits<std::__detail::_Hash_node<int, false>*>::pointer_to(std::__detail::_Hash_node<int, false>&) [92]
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::addressof<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>&) [104]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<int, false>*) [100]
[93]     0.0    0.00    0.00  157488         std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<int, false> >&, std::__detail::_Hash_node<int, false>*, unsigned long) [93]
                0.00    0.00  157488/157488      __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::deallocate(std::__detail::_Hash_node<int, false>*, unsigned long) [84]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [99]
[94]     0.0    0.00    0.00  157488         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::destroy<int>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*) [94]
                0.00    0.00  157488/157488      void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::destroy<int>(int*) [85]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
[95]     0.0    0.00    0.00  157488         std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::allocate(std::allocator<std::__detail::_Hash_node<int, false> >&, unsigned long) [95]
                0.00    0.00  157488/157488      __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::allocate(unsigned long, void const*) [86]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
[96]     0.0    0.00    0.00  157488         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::construct<int, int const&>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*, int const&) [96]
                0.00    0.00  157488/1600152     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00  157488/157488      void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<int, int const&>(int*, int const&) [87]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
[97]     0.0    0.00    0.00  157488         std::__detail::_Hash_node<int, false>::_Hash_node() [97]
                0.00    0.00  157488/157488      std::__detail::_Hash_node_value_base<int>::_Hash_node_value_base() [101]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int const&>(int const&) const [89]
[98]     0.0    0.00    0.00  157488         std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
                0.00    0.00  314976/629980      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_node_allocator() [52]
                0.00    0.00  157488/157488      std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::allocate(std::allocator<std::__detail::_Hash_node<int, false> >&, unsigned long) [95]
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__to_address<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>*) [103]
                0.00    0.00  157488/314976      operator new(unsigned long, void*) [69]
                0.00    0.00  157488/1600152     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>::_Hash_node() [97]
                0.00    0.00  157488/714652      std::__detail::_Hash_node_value_base<int>::_M_valptr() [51]
                0.00    0.00  157488/157488      void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::construct<int, int const&>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*, int const&) [96]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*) [185]
[99]     0.0    0.00    0.00  157488         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [99]
                0.00    0.00  157488/714652      std::__detail::_Hash_node_value_base<int>::_M_valptr() [51]
                0.00    0.00  157488/629980      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_node_allocator() [52]
                0.00    0.00  157488/157488      void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::destroy<int>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*) [94]
                0.00    0.00  157488/157488      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<int, false>*) [100]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [99]
[100]    0.0    0.00    0.00  157488         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<int, false>*) [100]
                0.00    0.00  157488/157488      std::pointer_traits<std::__detail::_Hash_node<int, false>*>::pointer_to(std::__detail::_Hash_node<int, false>&) [92]
                0.00    0.00  157488/629980      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_node_allocator() [52]
                0.00    0.00  157488/157488      std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<int, false> >&, std::__detail::_Hash_node<int, false>*, unsigned long) [93]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>::_Hash_node() [97]
[101]    0.0    0.00    0.00  157488         std::__detail::_Hash_node_value_base<int>::_Hash_node_value_base() [101]
                0.00    0.00  157488/157489      std::__detail::_Hash_node_base::_Hash_node_base() [83]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::addressof<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>&) [104]
[102]    0.0    0.00    0.00  157488         std::__detail::_Hash_node<int, false>* std::__addressof<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>&) [102]
-----------------------------------------------
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [98]
[103]    0.0    0.00    0.00  157488         std::__detail::_Hash_node<int, false>* std::__to_address<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>*) [103]
-----------------------------------------------
                0.00    0.00  157488/157488      std::pointer_traits<std::__detail::_Hash_node<int, false>*>::pointer_to(std::__detail::_Hash_node<int, false>&) [92]
[104]    0.0    0.00    0.00  157488         std::__detail::_Hash_node<int, false>* std::addressof<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>&) [104]
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__addressof<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>&) [102]
-----------------------------------------------
                0.00    0.00   42512/42512       std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>, unsigned long) [9]
[105]    0.0    0.00    0.00   42512         std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<int, true, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<int, true, false>, bool>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [105]
                0.00    0.00   42512/242512      bool&& std::forward<bool>(std::remove_reference<bool>::type&) [71]
                0.00    0.00   42512/242512      std::__detail::_Node_iterator<int, true, false>&& std::forward<std::__detail::_Node_iterator<int, true, false> >(std::remove_reference<std::__detail::_Node_iterator<int, true, false> >::type&) [70]
                0.00    0.00   42512/200000      std::pair<std::__detail::_Node_iterator<int, true, false>, bool>::pair<std::__detail::_Node_iterator<int, true, false>, bool, true>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [76]
-----------------------------------------------
                0.00    0.00      28/28          std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<int, false> >(std::allocator<std::__detail::_Hash_node<int, false> > const&) [108]
[106]    0.0    0.00    0.00      28         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [106]
-----------------------------------------------
                0.00    0.00      28/28          std::allocator<std::__detail::_Hash_node_base*>::~allocator() [109]
[107]    0.0    0.00    0.00      28         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [107]
-----------------------------------------------
                0.00    0.00      14/28          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [122]
                0.00    0.00      14/28          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long) [121]
[108]    0.0    0.00    0.00      28         std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<int, false> >(std::allocator<std::__detail::_Hash_node<int, false> > const&) [108]
                0.00    0.00      28/28          __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [106]
-----------------------------------------------
                0.00    0.00      14/28          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [122]
                0.00    0.00      14/28          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long) [121]
[109]    0.0    0.00    0.00      28         std::allocator<std::__detail::_Hash_node_base*>::~allocator() [109]
                0.00    0.00      28/28          __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [107]
-----------------------------------------------
