Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00  200000/200014      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [27]
                0.00    0.00  200000/612712      int const& std::__detail::_Identity::operator()<int const&>(int const&) const [54]
                0.00    0.00  200000/400000      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [63]
                0.00    0.00  200000/400014      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(int const&, unsigned long) const [60]
                0.00    0.00  157488/1600152     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00  157488/157488      std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int const&>(int const&) const [89]
                0.00    0.00  157488/200000      std::pair<std::__detail::_Node_iterator<int, true, false>, bool>::pair<std::__detail::_Node_iterator<int, true, false>, bool, true>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [76]
                0.00    0.00   42512/600001      std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [55]
                0.00    0.00   42512/42512       std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<int, true, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<int, true, false>, bool>(std::__detail::_Node_iterator<int, true, false>&&, bool&&) [105]
-----------------------------------------------
                0.00    0.08  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator=(int const&) [11]
[10]     0.2    0.00    0.08  200000         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [10]
                0.00    0.08  200000/200000      std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [12]
-----------------------------------------------
                0.00    0.08  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [13]
[11]     0.2    0.00    0.08  200000         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator=(int const&) [11]
                0.00    0.08  200000/200000      std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [10]
                0.00    0.00  200000/200000      std::__detail::_Node_const_iterator<int, true, false>::_Node_const_iterator(std::__detail::_Node_iterator<int, true, false> const&) [81]
                0.00    0.00  200000/200000      std::__detail::_Node_iterator<int, true, false>::operator++() [79]
-----------------------------------------------
                0.00    0.08  200000/200000      std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [10]
[12]     0.2    0.00    0.08  200000         std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(std::__detail::_Node_const_iterator<int, true, false>, int const&) [12]
                0.00    0.08  200000/200000      std::__detail::_Node_iterator<int, true, false> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(std::__detail::_Node_const_iterator<int, true, false>, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [8]
                0.00    0.00  200000/200000      std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_conjure_hashtable() [78]
                0.00    0.00  200000/200000      std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >&) [77]
-----------------------------------------------
                0.00    0.08       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a<false, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [14]
[13]     0.2    0.00    0.08       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [13]
                0.00    0.08  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator=(int const&) [11]
                0.00    0.00  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator*() [74]
                0.00    0.00  200000/200000      std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::operator++() [75]
-----------------------------------------------
                0.00    0.08       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [15]
[14]     0.2    0.00    0.08       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a<false, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [14]
                0.00    0.08       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [13]
-----------------------------------------------
                0.00    0.08       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [16]
[15]     0.2    0.00    0.08       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [15]
                0.00    0.08       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a<false, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(int const*, int const*, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [14]
                0.00    0.00       2/2           int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [167]
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__niter_base<std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [192]
                0.00    0.00       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__niter_wrap<std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > const&, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [193]
-----------------------------------------------
                0.00    0.08       1/1           winning_instances(std::vector<int, std::allocator<int> > const&, int) [1]
[16]     0.2    0.00    0.08       1         std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [16]
                0.00    0.08       1/1           std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::insert_iterator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >) [15]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [166]
-----------------------------------------------
                0.00    0.06  200000/200000      std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::find(int const&) [18]
[17]     0.1    0.00    0.06  200000         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [17]
                0.00    0.06  200000/400000      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [6]
                0.00    0.00  200000/400000      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [63]
                0.00    0.00  200000/400014      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(int const&, unsigned long) const [60]
                0.00    0.00  200000/600001      std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [55]
-----------------------------------------------
                0.00    0.06  200000/200000      winning_instances(std::vector<int, std::allocator<int> > const&, int) [1]
[18]     0.1    0.00    0.06  200000         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::find(int const&) [18]
                0.00    0.06  200000/200000      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [17]
-----------------------------------------------
                0.00    0.02  399662/399662      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [7]
[19]     0.1    0.00    0.02  399662         std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<int, false>*) const [19]
                0.00    0.02  399662/399662      std::__detail::_Equal_helper<int, int, std::__detail::_Identity, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Identity const&, int const&, unsigned long, std::__detail::_Hash_node<int, false>*) [21]
                0.00    0.00  399662/812374      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [25]
                0.00    0.00  399662/399662      std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_eq() const [67]
-----------------------------------------------
                0.02    0.00  399662/399662      std::__detail::_Equal_helper<int, int, std::__detail::_Identity, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Identity const&, int const&, unsigned long, std::__detail::_Hash_node<int, false>*) [21]
[20]     0.0    0.02    0.00  399662         std::equal_to<int>::operator()(int const&, int const&) const [20]
-----------------------------------------------
                0.00    0.02  399662/399662      std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<int, false>*) const [19]
[21]     0.0    0.00    0.02  399662         std::__detail::_Equal_helper<int, int, std::__detail::_Identity, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Identity const&, int const&, unsigned long, std::__detail::_Hash_node<int, false>*) [21]
                0.02    0.00  399662/399662      std::equal_to<int>::operator()(int const&, int const&) const [20]
                0.00    0.00  399662/399676      std::__detail::_Hash_node_value_base<int>::_M_v() [65]
                0.00    0.00  399662/399676      int& std::__detail::_Identity::operator()<int&>(int&) const [64]
-----------------------------------------------
                0.00    0.01  157488/157488      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>, unsigned long) [9]
[22]     0.0    0.00    0.01  157488         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
                0.00    0.01      14/14          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [24]
                0.00    0.00  157488/157488      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<int, false>*) [31]
                0.00    0.00      14/200014      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [27]
                0.00    0.00  157488/157488      std::__detail::_Prime_rehash_policy::_M_state() const [91]
                0.00    0.00  157488/157488      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<int, false>*, unsigned long) const [90]
                0.00    0.00  157488/600001      std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [55]
                0.00    0.00      14/399676      std::__detail::_Hash_node_value_base<int>::_M_v() [65]
                0.00    0.00      14/399676      int& std::__detail::_Identity::operator()<int&>(int&) const [64]
                0.00    0.00      14/400014      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(int const&, unsigned long) const [60]
-----------------------------------------------
                0.01    0.00      14/14          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [24]
[23]     0.0    0.01    0.00      14         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [23]
                0.00    0.00  167877/412712      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<int, false> const*, unsigned long) const [29]
                0.00    0.00  167877/857556      std::__detail::_Hash_node<int, false>::_M_next() const [40]
                0.00    0.00      14/14          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [117]
                0.00    0.00      14/15          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [111]
                0.00    0.00      14/15          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets() [113]
-----------------------------------------------
                0.00    0.01      14/14          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
[24]     0.0    0.00    0.01      14         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [24]
                0.01    0.00      14/14          std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [23]
-----------------------------------------------
                0.00    0.00  399662/812374      std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<int, false>*) const [19]
                0.00    0.01  412712/812374      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<int, false> const*, unsigned long) const [29]
[25]     0.0    0.00    0.01  812374         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [25]
                0.01    0.00  812374/812374      std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true> const&) [26]
-----------------------------------------------
                0.01    0.00  812374/812374      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [25]
[26]     0.0    0.01    0.00  812374         std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true> const&) [26]
-----------------------------------------------
                0.00    0.00      14/200014      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [22]
                0.01    0.00  200000/200014      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>, unsigned long) [9]
[27]     0.0    0.01    0.00  200014         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [27]
                0.00    0.00  200014/200014      std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>&) [72]
-----------------------------------------------
                0.01    0.00  200001/200001      winning_instances(std::vector<int, std::allocator<int> > const&, int) [1]
[28]     0.0    0.01    0.00  200001         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::end() [28]
                0.00    0.00  200001/200001      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::end() [73]
-----------------------------------------------
                0.00    0.00  167877/412712      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [23]
                0.00    0.00  244835/412712      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node<int, false>*) const [30]
[29]     0.0    0.00    0.01  412712         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<int, false> const*, unsigned long) const [29]
                0.00    0.01  412712/812374      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [25]
                0.00    0.00  412712/812726      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [41]
                0.00    0.00  412712/812712      std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [45]
                0.00    0.00  412712/412712      std::__detail::_Hash_node_value_base<int>::_M_v() const [58]
                0.00    0.00  412712/612712      int const& std::__detail::_Identity::operator()<int const&>(int const&) const [54]
                0.00    0.00  412712/812712      std::hash<int>::operator()(int) const [44]
                0.00    0.00  412712/812726      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [42]
-----------------------------------------------
